TITLE,YEAR,BIBREF,AUTHORS,JOURNAL,DETECTED_METHODS,CONFIDENCE,HAS_METHODS,UNCERTAINTY_STATEMENTS,DECISION_ANALYSIS,POLICY_INTERVENTION,UNCERTAINTY_ANALYSIS,STAKEHOLDER_EXPERT,MODELING_SIMULATION,BAYESIAN_PROBABILISTIC,COMPUTER_ASSISTED,VALUE_INFORMATION,MULTI_CRITERIA,OPTIMIZATION,ECONOMIC_EVALUATION,GAME_THEORY,BEHAVIORAL_PSYCHOLOGY,SYSTEMS_COMPLEXITY,TECHNOLOGY_INNOVATION,ENVIRONMENTAL_SUSTAINABILITY,QUALITY_PERFORMANCE,RISK_SAFETY,FORECASTING_PREDICTION,EVALUATION_ASSESSMENT,ABSTRACT,KEYWORDS
Industry Briefing Cybersecurity for the Internet of Things and Artificial Intelligence in the Ambient Environment,,adamIndustryBriefingCybersecurity,"Adam, Zakiyya",,COMPUTER_ASSISTED(0.80); RISK_SAFETY(0.80),0.08,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,bin; read CW
"Information Driven, Adaptive Distributed Planning",,InformationDrivenAdaptive,,,BAYESIAN_PROBABILISTIC(0.70); COMPUTER_ASSISTED(0.35); FORECASTING_PREDICTION(0.35),0.07,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"This report details our approach to combining dynamic, distributed constraint reasoning with machine learning techniques and adaptive response strategies. By combining these technologies, we built a system that can 1 develop robust, adaptable mission plans 2 exploit knowledge learned through prior interactions with our adversary, and 3 autonomously and dynamically alter its behavior during mission execution to improve the likelihood of a successful outcome. This system has been thoroughly tested in the ATE2 and ATE3 simulators that were provided by AFRLRI against four increasingly difficult milestones.",bin; read CW
Information Seeking in Context: An Exploratory Study of \_ Information Use Online by eBay Entrepreneurs\_ Abstract Approved: \_ (Chair) This Study Explored Entrepreneurship within One Particular Type,,lillardInformationSeekingContext,"Lillard, Linda L.",,COMPUTER_ASSISTED(0.40),0.02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; linter/error; read CW
Integrating Consumer Flexibility in Smart Grid and Mobility Systems,,strohleIntegratingConsumerFlexibility,"Str\""ohle, Dipl Wi-Ing Philipp",,EVALUATION_ASSESSMENT(0.40),0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,bin; read CW
International Journal of Manufacturing Technology and Management,,bellisarioInternationalJournalManufacturing,"Bellisario, Andrea and Appolloni, Andrea and Ranalli, Francesco and Haq, A. Noorul and Boddu, Varma and Shafia, Mohammad A. and Rabadi, Nasri J. and Babakhan, Ali Reza and Saravanan, G. and Vikkraman, P.",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
International Organizations and Information: Intervening between the Causes and Effects of Nuclear Proliferation i,,brownInternationalOrganizationsInformation,"Brown, Robert L.",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
"Internet Banking: Issues of Security, Trust, Usefulness \& Customer Satisfaction",,goyalInternetBankingIssues,"Goyal, Nitesh and Sharma, Sanjeev K.",Amity Business Review,RISK_SAFETY(0.40); EVALUATION_ASSESSMENT(0.30),0.035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,bin; read CW
Investigating Ownership and the Willingness to Share Information Online (Pre-Print Draft),,rabanInvestigatingOwnershipWillingness,"Raban, Daphne R. and Rafaeli, Sheizaf",,COMPUTER_ASSISTED(0.40),0.02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; linter/error; read CW
Jcse 2008 년 3 월호$$ 12 월호,,jungJCSE2008Weolho,"Jung, Sangkeun and Lee, Cheongjae and Lee, Gary Geunbae",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
"Journal of Organizational Learning and Leadership Volume 13, Number 1 (ISSN 2154-8927)",,millerJournalOrganizationalLearning,"Miller, Michael T. and Verma, Namrata and Alagaraja, Meera and Tull, Ashley and Khan, Myriam Quintero and Slate, John R. and Moore, George W. and Martinez-Garcia, Cynthia and Boisselle, David J. and Boettcher, Michelle L.",Journal of Organizational Learning and Leadership,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; linter/error; read CW
Jun Xu,,quaddusJunXu,"Quaddus, Mohammed",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; linter/error; read CW
Knowledge Management in the Information Age,,dacostajuniorKnowledgeManagementInformation,"da Costa Junior, Miguel Gomes",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
Knowledge as Nowledge as Nowledge as Contents Encoded in Ncoded in Ncoded in Formal Ontologies Ntologies Ntologies: An African Knowledge Engineering Roadmap for The,,akinkunmiKnowledgeNowledgeNowledge,"Akinkunmi, B. O. and Olamiti, A. O.",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
LBC 51.1 (2)+ 52.82 73 M50,,mnushkozoiaLBC5112,"Mnushko Zoia, M. and Sofronova Iryna, V. and Aliekperova Nataliia, V. and Pestun Iryna, V. and Timanyuk Iryna, V. and Grochoviy, T.",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; linter/error; read CW
Late Lessons from Early Warnings: Towards Realism and Precaution with EMF?,,nytorvLateLessonsEarly,"Nytorv, Kongens",,TECHNOLOGY_INNOVATION(0.40),0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,bin; linter/error; read CW
Learning First,,moenLearningFirst,"Moen, Aaron N.",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; linter/error; read CW
Levels to Flood Defences Asset Cost and Performance Using Dynamic Bayesian Networks,,adhiLevelsFloodDefences,"Adhi, Radityo Andjaringrat",,BAYESIAN_PROBABILISTIC(1.00),0.05,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Bayesian; bin; read CW
Local Energy Planning,,dinalloLocalEnergyPlanning,"di Nallo, Egeria and Canella, Rosanna",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
Log of Document,,nuallainLogDocument,"Nuallain, Breanndan O. and Sargsyan, Gohar",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; linter/error; read CW
MSM Donor Deferral Risk Assessment: An Analysis Using Risk Management Principles,,leissMSMDonorDeferral,"Leiss, William and Krewski, Dan",,UNCERTAINTY_ANALYSIS(0.80); RISK_SAFETY(0.80); EVALUATION_ASSESSMENT(0.40),0.1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,bin; read CW
"Malaria Decision Analysis Support Tool (MDAST): Evaluating Health, Social and Environmental Impacts and Policy Tradeoffs",,ameneshewaMalariaDecisionAnalysis,"Ameneshewa, Birkinesh",,DECISION_ANALYSIS(0.40); ENVIRONMENTAL_SUSTAINABILITY(0.40),0.04,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,bin; read CW
"Marcel Philipp M\""uller, Sebastian St\""ockl",,zimmermannMarcelPhilippMuller,"Zimmermann, Steffen and Heinrich, Bernd",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
Me Construction Engineering and Management (Two Year Full Time) Curriculum--2008 Semester i,,nagarMeConstructionEngineering,"Nagar, Periyar and Thanjavur, Vallam and Nadu, Tamil",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; linter/error; read CW
Medical World,,multi-drugresistantMedicalWorld,"Multi-Drug Resistant, T. B.",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; linter/error
Modeling and Decision Analysis to Support Formulation Selection and Trial Sequencing,,korsanModelingDecisionAnalysis,"Korsan, Bob",,DECISION_ANALYSIS(0.40),0.02,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
Modelling the Barriers of Integration in an Agile Supply Chain,,agarwalModellingBarriersIntegration,"Agarwal, Ashish and Shankar, Ravi",,SYSTEMS_COMPLEXITY(0.40),0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,bin; read CW
NEWHRI: Unifying Characteristics of Research in Human-Robot Interaction,,breazealNEWHRIUnifyingCharacteristics,"Breazeal, Cynthia and Grollman, Daniel H. and Scassellati, Brian",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
Naturnet-Redime NEWSLETTER,,barzNaturnetredimeNEWSLETTER,"Barz, Peter KA",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
Need for a New Risk Methodology,,unkenholzNeedNewRisk,"Unkenholz, Willard L. and Parks, Donald L.",,NONE,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
Of Project: Modeling and Analysis of Clinical Care for HIT Improvement,,butlerProjectModelingAnalysis,"Butler, Keith and Haselkorn, PI Mark and Oberle, Ph D. Mark and Walker, Amy and Theodore, Brian and Schroder, Konrad and Haselkorn, Jodie and Nichol, Walter Paul and Xiao, Yan and Stauffer, Brett",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
On-Board Robot Interactive Training,,akrourOnboardRobotInteractive,"Akrour, Riad and Schoenauer, Marc and Sebag, Michele",,COMPUTER_ASSISTED(0.40),0.02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
Orchid,,collectivesOrchid,"Collectives, Human-Agent",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
"Part One Management Information System, Decision-Making Support System, Expert System, Artificial Intelligence and Electronic Commerce",,shenPartOneManagement,"Shen, Yang and Cheng, Ming and Yao, Xing and Wei, Wei",,STAKEHOLDER_EXPERT(0.40); COMPUTER_ASSISTED(1.00),0.07,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
"Portions of This Chapter Are Based on Clemen, RT, and Winkler, RL (1999), Combining Probability Distributions from Experts in Risk Analysis,'' Risk Analysis, 19, 187-203",,clemenPortionsThisChapter,"Clemen, Robert T.",,UNCERTAINTY_ANALYSIS(0.55); BAYESIAN_PROBABILISTIC(0.80),0.068,1,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
President's Letter,,bickelPresidentsLetter,"Bickel, J. Eric",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
Privacy Concerns around Recommendation Systems,,morenoPrivacyConcernsRecommendation,"Moreno, Juan Bernab\'e",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; linter/error; read CW
Privacy-Enhanced Personalization (Pep2005),,wk-xoPrivacyenhancedPersonalizationPep2005,"Wk-Xo, Wk and Ruj, Kwws Zzz Xp",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
Quarterly Newsletter of the International Society of Blood Transfusion,,nagoyaQuarterlyNewsletterInternational,"Nagoya, In",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; linter/error; read CW
Reducing One Aspect of the Digital Divide--Connectivity,,tongiaReducingOneAspect,"Tongia, Rahul",,COMPUTER_ASSISTED(0.40),0.02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
Research \& Experimentation,,rigilloResearchExperimentation,"Rigillo, Marina and Ermolli, Sergio Russo and Galluccio, Giuliano",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
Responsiveness,,hughesResponsiveness,"Hughes, Maria and MacPherson, Sally",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
Review of Autonomy/Agent System Algorithms and Techniques to Inform Operator Interface Design,,ReviewAutonomyAgent,,,COMPUTER_ASSISTED(0.40); EVALUATION_ASSESSMENT(0.40),0.04,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,bin; linter/error; read CW
"Rice, RE (2008). Unusual Routines: Organizational (Non) Sensemaking. Journal of Communication, 58 (1), 1-19",,riceRiceRE2008,"Rice, Ronald E.",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; linter/error; read CW
Sequential Decision Problems Represented by Set-Valued Influence Diagrams,,kikutiSequentialDecisionProblems,"Kikuti, Daniel and Cozman, Fabio Gagliardi",,DECISION_ANALYSIS(0.40),0.02,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
Smartphone-Based Infrastructure Work Order Submission,,SmartphonebasedInfrastructureWork,,,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; linter/error; read CW
Strategic Planning for Rail System Design,,railStrategicPlanningRail,"Rail, Speed",,GAME_THEORY(0.40),0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,bin; linter/error; read CW
Strategic Role of Information Systems in Contemporary Management,,gregusStrategicRoleInformation,"Gregu s, Michal and Be nov\'a, Eleon\'ora",,COMPUTER_ASSISTED(0.40); GAME_THEORY(0.40),0.04,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,bin; read CW
Subject Index ValSe 1-10,,drurySubjectIndexValSe,"Drury, D. H. and Need, Achievement",,EVALUATION_ASSESSMENT(0.40),0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,bin; read CW
Sustainable Energy Development under Uncertainty Based on the Real Options Theory Approach,,siburianSustainableEnergyDevelopment,"Siburian, Rikson",,NONE,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
The Applicability of Technology Acceptance Model 3 in an Education Management Information System in the Kingdom of Saudi Arabia,,altowayanApplicabilityTechnologyAcceptance,"Altowayan, Abdullah",,COMPUTER_ASSISTED(0.80),0.04,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
The Center for Integrated Study of the Human Dimensions of Global Change: A History,,rhotenCenterIntegratedStudy,"Rhoten, Diana",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; linter/error; read CW
The Contested Politics of Corporate Governance: The Case of the Global Reporting Initiative,,levyContestedPoliticsCorporate,"Levy, David and Brown, Halina Szejnwald and de Jong, Martin",,POLICY_INTERVENTION(0.40),0.02,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; linter/error; read CW
The Impact of Non-Stationary Demand on Supply Chain Inventory,,alaieImpactNonstationaryDemand,"Alaie, Mohammad Reza Komari and Khalili, Majid and Zemestani, Ghader",,SYSTEMS_COMPLEXITY(0.40),0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,bin; read CW
The Importance of Precision in Greenhouse Gas Emissions Inventories: Comparing Simple and Precise Data Collection Models,,rileyImportancePrecisionGreenhouse,"Riley, Dana",,VALUE_INFORMATION(0.40),0.02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
The International Journal of Business \& Management,,adetunjiINTERNATIONALJOURNALBUSINESS,"Adetunji, Olubanjo Michael and Owolabi, Akintola Amos",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin
The Media: An Introduction,,editionMediaIntroduction,"Edition, Third",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
The Regulation of Complementary and Alternative Medicinal Products in the EU and the US from a Comparative Law and Economics Perspective,,hulshofRegulationComplementaryAlternative,"Hulshof, Johan",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
The Research Contributions Of,,bellmanResearchContributions,"Bellman, Richard",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
The Role of Institutional Environments in Shaping SME Credit Availability: A European Perspective,,mcnamaraRoleInstitutionalEnvironments,"Mc Namara, Andrea and Donohoe, Sheila O.",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; linter/error; read CW
The Role of Marketing Information System in Decision Making: A Conceptual Framework,,al-shaikhRoleMarketingInformation,"Al-Shaikh, Mustafa and Mahmoud, Ahmad and Ahmad Zamil, Ahmad and Khraim, Hamza and Khraim, Lutfi",,DECISION_ANALYSIS(0.40); COMPUTER_ASSISTED(0.40); TECHNOLOGY_INNOVATION(0.35); EVALUATION_ASSESSMENT(0.35),0.075,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"This study intends to highlight the significance and importance of using MKIS in decision-making, as well as to describe the process of decisions taken by the managers using MKIS. The study also aims to lay out the necessary requirements for the successful implementation of MKIS in decision-making. The review of literature shows that the roles for computer-based support for developing marketing strategy present a real challenge to individual computer-based techniques and technologies in a fast-changing environment. A single support technique cannot meet the broad requirements of the new roles, and can only fit some of them. Each technique has specific benefits that make it suited to certain problems but not to others. While individual intelligent techniques have particular strengths, they also have specific weaknesses. These weaknesses raise the need for developing a hybrid intelligent system, where two or more techniques or technologies are combined to overcome or reduce the weaknesses of individual techniques or technologies.",bin; read CW
The Role of Online Infomediaries in Price Discrimination: Evidence from the Auto-Retailing Sector,,gosainRoleOnlineInfomediaries,"Gosain, Sanjay and Kuruzovich, Jason and Viswanathan, Siva and Agarwal, Ritu",,COMPUTER_ASSISTED(0.40); VALUE_INFORMATION(0.40),0.04,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
The Stake of Contract Uncertainty in Bioprospecting,,strombergStakeContractUncertainty,"Stromberg, Per and Pascual, Unai",,NONE,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
Theory and History in Regional Perspective,,kawanoTheoryHistoryRegional,"Kawano, Masamichi and Kourtit, Karima and Nijkamp, Peter and Higano, Yoshiro",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; read CW
Third Draft,,morganThirdDraft,"Morgan, M. Granger and Dowlatabadi, Hadi and Henrion, Max and Keith, David and Lempert, Robert and McBride, Sandra and Small, Mitchell and Wilbanks, Thomas",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; linter/error; read CW
This File Was Downloaded from: http://eprints. Qut. Edu. Au/79532,,pasisiThisFileWas,"Pasisi, Jess and Gibb, Jenny and Matthews, Judy H.",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; linter/error; read CW
UNESCO Series on Internet Freedom,,nationseducationalUNESCOSeriesInternet,"NationsEducational, Unescopublishing United",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bin; linter/error; read CW
Uncertainties of a Regional Terrestrial Biota Full Carbon Account: A Systems Analysis,,shvidenkoUncertaintiesRegionalTerrestrial,"Shvidenko, Anatoly and Balzter, Heiko",,SYSTEMS_COMPLEXITY(0.40),0.02,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,bin; read CW
